code,link,name,level
09_Nested_11,https://drive.google.com/file/d/1jwFfjUwAcA8qQh51eLvWtQvZ2UB2GicG/view?usp=drive_link,Dedent,1.0
09_Nested_21,https://drive.google.com/file/d/1vBEe2Hq6z409zK5KqrL2lAehhiDF_WBw/view?usp=drive_link,Factorization,2.0
09_Nested_22,https://drive.google.com/file/d/1CTwQql8pKD4g2zZTikhUhIYJfhhv1WPB/view?usp=drive_link,Matrix,2.0
09_Nested_25,https://drive.google.com/file/d/1QgrpIfq7AeOfxVe8VCWx3PAVxvocIl29/view?usp=drive_link,Tiling Puzzle,2.5
09_Nested_31,https://drive.google.com/file/d/1SNN6xz6-R4IevIL8uLU9GexVMoLptVhb/view?usp=drive_link,Pythagorean Triple,3.0
09_Nested_32,https://drive.google.com/file/d/1s9ueFIJNywIOl8C9mEoUoqBwR9Ai275I/view?usp=drive_link,First-Fit Best-Fit,3.0
09_Nested_34,https://drive.google.com/file/d/1MGvTR5ZNjPpurG1jetgUOv__NIuNpQOu/view?usp=drive_link,Fill in Numbers,3.0
