code,link,name,level
08_Dict_11,https://drive.google.com/file/d/1PLGqq5Xqw2fbWuMnsbC-t3AlIUYLRCoT/view?usp=drive_link,Reverse and Keys,1.0
08_Dict_12,https://drive.google.com/file/d/1uFj1SbM2w3SCE3Kwqvt1zImzjdl2rSXr/view?usp=drive_link,Nicknames,1.0
08_Dict_21,https://drive.google.com/file/d/1eojT5SxU4rf77ntGiALT98hMyYlzkops/view?usp=drive_link,Character Count,2.0
08_Dict_22,https://drive.google.com/file/d/1hxgTFuNQ-XUr5p4xlReWOb0wvgzQSXRF/view?usp=drive_link,Ice Cream Sales,2.0
08_Dict_23,https://drive.google.com/file/d/1tFaiW-9R_dVhyP72g_SaPjIFcmkQfcXa/view?usp=drive_link,Telephone Dictionary,2.0
08_Dict_24,https://drive.google.com/file/d/1dsbR8rDuP8NtXuLyovpKJkekjR0dDAse/view?usp=drive_link,Texting,2.0
08_Dict_31,https://drive.google.com/file/d/1pfFCHg9Yo25WSBDuLaZHa2IGHpXGuupL/view?usp=drive_link,Cash,3.0
